motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,pose
0.336793541,0.773099415,0.559411146,0.418292683,0.324832215,0.442280946,0
0.262975779,0.635087719,0.518401682,0.090243902,0.444295302,0.606397775,0
0.516724337,0.38128655,0.578338591,0.468292683,0.390604027,0.497913769,1
0.425605536,0.433918129,0.520504732,0.413414634,0.452348993,0.529902643,1
0.501730104,0.456140351,0.50893796,0.579268293,0.489932886,0.393602225,0
0.426758939,0.353216374,0.517350158,0.409756098,0.499328859,0.367176634,0
0.554786621,0.370760234,0.537329127,0.362195122,0.489932886,0.336578581,1
0.480968858,0.604678363,0.720294427,0.290243902,0.430872483,0.436717663,0
0.452133795,0.505263158,0.573080967,0.407317073,0.468456376,0.421418637,0
0.376009227,0.471345029,0.390115668,0.487804878,0.493959732,0.400556328,0
0.44982699,0.315789474,0.645636172,0.496341463,0.409395973,0.411682893,0
0.430219146,0.525146199,0.561514196,0.387804878,0.504697987,0.328233658,1
0.633217993,0.423391813,0.519453207,0.352439024,0.476510067,0.235048679,0
0.265282584,0.21754386,0.869610936,0.134146341,0.010738255,0.567454798,0
0.523644752,0.458479532,0.52891693,0.379268293,0.575838926,0.317107093,1
0.219146482,0.447953216,0.626708728,0.337804878,0.418791946,0.397774687,0
0.410611303,0.449122807,0.499474238,0.459756098,0.181208054,0.31015299,0
0.591695502,0.385964912,0.533123028,0.407317073,0.551677852,0.396383866,1
0.555940023,0.378947368,0.583596215,0.430487805,0.444295302,0.413073713,0
0.422145329,0.561403509,0.49106204,0.401219512,0.511409396,0.467315716,0
0.500576701,0.402339181,0.523659306,0.354878049,0.297986577,0.639777469,0
0.214532872,0.438596491,0.700315457,0.458536585,0.208053691,0.753824757,0
0.551326413,0.295906433,0.503680336,0.324390244,0.381208054,0.365785814,0
0.452133795,0.445614035,0.446898002,0.356097561,0.553020134,0.372739917,1
0.557093426,0.397660819,0.319663512,0.520731707,0.397315436,0.293463143,0
0.432525952,0.095906433,0.592008412,0.503658537,0.438926174,0.173852573,0
0.431372549,0.493567251,0.506834911,0.408536585,0.429530201,0.418636996,1
0.411764706,0.329824561,0.609884332,0.507317073,0.213422819,0.514603616,0
0.482122261,0.394152047,0.586750789,0.432926829,0.516778523,0.363004172,1
0.410611303,0.45497076,0.475289169,0.764634146,0.445637584,0.212795549,0
0.501730104,0.457309942,0.43533123,0.481707317,0.538255034,0.413073713,0
0.519031142,0.388304094,0.523659306,0.501219512,0.448322148,0.401947149,0
0.516724337,0.371929825,0.605678233,0.458536585,0.429530201,0.360222531,0
0.554786621,0.423391813,0.558359621,0.435365854,0.418791946,0.503477051,1
0.479815456,0.447953216,0.54679285,0.335365854,0.491275168,0.397774687,0
0.535178777,0.456140351,0.398527865,0.446341463,0.288590604,0.382475661,0
0.412918108,0.409356725,0.56256572,0.497560976,0.340939597,0.364394993,0
0.433679354,0.487719298,0.616193481,0.392682927,0.479194631,0.417246175,1
0.336793541,0.471345029,0.581493165,0.52195122,0.44966443,0.312934631,0
0.294117647,0.45497076,0.715036803,0.296341463,0.463087248,0.392211405,0
0.779700115,0.459649123,0.583596215,0.329268293,0.559731544,0.187760779,0
0.498269896,0.330994152,0.523659306,0.157317073,0.695302013,0.461752434,0
0.549019608,0.416374269,0.383806519,0.47804878,0.473825503,0.42837274,0
0.674740484,0.456140351,0.330178759,0.330487805,0.920805369,0.228094576,0
0.535178777,0.371929825,0.397476341,0.562195122,0.406711409,0.447844228,0
0.492502884,0.481871345,0.504731861,0.431707317,0.484563758,0.364394993,1
0.484429066,0.469005848,0.556256572,0.35,0.524832215,0.449235049,1
0.426758939,0.488888889,0.493165089,0.462195122,0.409395973,0.42837274,0
0.461361015,0.374269006,0.569926393,0.42195122,0.565100671,0.28650904,1
0.445213379,0.416374269,0.587802313,0.390243902,0.405369128,0.432545202,1
0.489042676,0.519298246,0.556256572,0.387804878,0.455033557,0.474269819,1
0.431372549,0.429239766,0.643533123,0.386585366,0.379865772,0.486787204,0
0.426758939,0.530994152,0.599369085,0.3,0.404026846,0.445062587,0
0.580161476,0.466666667,0.429022082,0.403658537,0.465771812,0.510431154,0
0.277970012,0.4,0.617245005,0.197560976,0.385234899,0.507649513,0
0.532871972,0.388304094,0.539432177,0.442682927,0.414765101,0.40472879,1
0.431372549,0.335672515,0.503680336,0.457317073,0.438926174,0.361613352,0
0.486735871,0.45497076,0.495268139,0.374390244,0.433557047,0.45201669,1
0.701268743,0.474853801,0.249211356,0.464634146,0.577181208,0.396383866,0
0.441753172,0.212865497,0.597266036,0.158536585,0.696644295,0.176634214,0
0.500576701,0.471345029,0.537329127,0.35,0.52885906,0.389429764,1
0.494809689,0.446783626,0.556256572,0.367073171,0.55704698,0.439499305,1
0.417531719,0.585964912,0.415352261,0.348780488,0.620134228,0.328233658,0
0.521337947,0.370760234,0.517350158,0.451219512,0.526174497,0.322670376,1
0.495963091,0.433918129,0.538380652,0.436585366,0.347651007,0.517385257,1
0.500576701,0.47251462,0.45320715,0.467073171,0.417449664,0.509040334,1
0.39100346,0.526315789,0.608832808,0.346341463,0.437583893,0.304589708,0
0.524798155,0.428070175,0.523659306,0.368292683,0.480536913,0.470097357,1
0.585928489,0.314619883,0.520504732,0.423170732,0.554362416,0.414464534,1
0.44982699,0.474853801,0.499474238,0.453658537,0.536912752,0.431154381,1
0.363321799,0.798830409,0.305993691,0.513414634,0.48590604,0.486787204,0
0.477508651,0.506432749,0.391167192,0.397560976,0.371812081,0.458970793,0
0.610149942,0.221052632,0.496319664,0.454878049,0.579865772,0.30876217,1
0.524798155,0.439766082,0.548895899,0.530487805,0.512751678,0.325452017,1
0.507497116,0.390643275,0.631966351,0.443902439,0.44966443,0.460361613,0
0.4544406,0.497076023,0.468980021,0.382926829,0.48590604,0.411682893,1
0.478662053,0.435087719,0.575184017,0.434146341,0.489932886,0.401947149,1
0.486735871,0.440935673,0.432176656,0.529268293,0.457718121,0.289290682,0
0.505190311,0.495906433,0.566771819,0.386585366,0.555704698,0.432545202,1
0.504036909,0.512280702,0.486855941,0.342682927,0.522147651,0.344923505,1
0.464821223,0.460818713,0.532071504,0.415853659,0.404026846,0.557719054,1
0.476355248,0.362573099,0.570977918,0.430487805,0.563758389,0.364394993,0
0.61361015,0.423391813,0.590956887,0.425609756,0.47114094,0.445062587,0
0.439446367,0.391812865,0.242902208,0.667073171,0.563758389,0.363004172,0
0.486735871,0.421052632,0.56466877,0.579268293,0.348993289,0.394993046,1
0.570934256,0.428070175,0.474237645,0.456097561,0.42147651,0.396383866,1
0.542099193,0.396491228,0.638275499,0.430487805,0.410738255,0.365785814,0
0.175317186,0.25497076,0.797055731,0.640243902,0.316778523,0.374130737,0
0.485582468,0.550877193,0.479495268,0.502439024,0.373154362,0.344923505,1
0.53171857,0.374269006,0.566771819,0.373170732,0.779865772,0.19054242,1
0.573241061,0.439766082,0.476340694,0.342682927,0.481879195,0.415855355,0
0.501730104,0.426900585,0.439537329,0.342682927,0.382550336,0.364394993,0
0.508650519,0.401169591,0.459516299,0.443902439,0.453691275,0.408901252,1
0.492502884,0.466666667,0.558359621,0.436585366,0.430872483,0.440890125,1
0.452133795,0.374269006,0.588853838,0.431707317,0.424161074,0.386648122,1
0.423298731,0.426900585,0.511041009,0.408536585,0.451006711,0.397774687,1
0.512110727,0.467836257,0.527865405,0.442682927,0.467114094,0.385257302,1
0.435986159,0.49005848,0.472134595,0.62804878,0.448322148,0.371349096,0
0.45905421,0.445614035,0.465825447,0.393902439,0.457718121,0.40472879,1
0.490196078,0.397660819,0.570977918,0.370731707,0.548993289,0.415855355,1
0.489042676,0.520467836,0.495268139,0.409756098,0.512751678,0.515994437,1
0.510957324,0.376608187,0.496319664,0.437804878,0.461744966,0.436717663,1
0.388696655,0.403508772,0.563617245,0.357317073,0.391946309,0.414464534,1
0.46828143,0.387134503,0.502628812,0.467073171,0.453691275,0.429763561,1
0.538638985,0.362573099,0.498422713,0.407317073,0.516778523,0.486787204,1
0.442906574,0.6,0.451104101,0.342682927,0.479194631,0.463143255,0
0.465974625,0.45380117,0.477392219,0.520731707,0.346308725,0.401947149,1
0.435986159,0.407017544,0.527865405,0.502439024,0.475167785,0.353268428,1
0.45905421,0.488888889,0.535226078,0.414634146,0.457718121,0.40472879,0
0.499423299,0.401169591,0.552050473,0.481707317,0.416107383,0.399165508,0
0.495963091,0.449122807,0.483701367,0.403658537,0.484563758,0.445062587,1
0.567474048,0.573099415,0.339642482,0.359756098,0.84966443,0.240611961,0
0.539792388,0.401169591,0.486855941,0.417073171,0.455033557,0.49930459,1
0.505190311,0.429239766,0.537329127,0.452439024,0.475167785,0.421418637,0
0.430219146,0.518128655,0.500525762,0.420731707,0.452348993,0.420027816,1
0.450980392,0.405847953,0.496319664,0.408536585,0.465771812,0.365785814,1
0.523644752,0.394152047,0.557308097,0.368292683,0.516778523,0.420027816,1
0.535178777,0.347368421,0.474237645,0.425609756,0.46442953,0.47705146,1
0.576701269,0.404678363,0.537329127,0.418292683,0.426845638,0.431154381,0
0.507497116,0.423391813,0.517350158,0.480487805,0.539597315,0.399165508,1
0.251441753,0.449122807,0.541535226,0.456097561,0.469798658,0.50069541,1
0.423298731,0.422222222,0.583596215,0.542682927,0.422818792,0.328233658,0
0.489042676,0.459649123,0.601472135,0.324390244,0.597315436,0.433936022,1
0.403690888,0.449122807,0.405888538,0.597560976,0.565100671,0.545201669,0
0.522491349,0.487719298,0.421661409,0.434146341,0.515436242,0.35744089,0
0.460207612,0.47251462,0.483701367,0.402439024,0.489932886,0.383866481,1
0.335640138,0.319298246,0.635120925,0.603658537,0.30738255,0.315716273,0
0.462514418,0.461988304,0.492113565,0.397560976,0.472483221,0.40472879,1
0.364475202,0.573099415,0.487907466,0.397560976,0.453691275,0.407510431,0
0.490196078,0.414035088,0.523659306,0.353658537,0.48590604,0.375521558,1
0.429065744,0.315789474,0.511041009,0.4,0.406711409,0.340751043,0
0.477508651,0.412865497,0.633017876,0.36097561,0.359731544,0.495132128,1
0.491349481,0.429239766,0.511041009,0.391463415,0.575838926,0.351877608,1
0.378316032,0.450292398,0.607781283,0.379268293,0.53557047,0.481223922,1
0.493656286,0.451461988,0.502628812,0.481707317,0.455033557,0.431154381,1
0.498269896,0.474853801,0.634069401,0.48902439,0.459060403,0.350486787,1
0.379469435,0.416374269,0.522607781,0.640243902,0.451006711,0.592489569,0
0.256055363,0.54619883,0.634069401,0.343902439,0.460402685,0.556328234,0
0.439446367,0.202339181,0.359621451,0.204878049,0.179865772,0.559109875,0
0.456747405,0.516959064,0.438485804,0.325609756,0.487248322,0.471488178,1
0.484429066,0.419883041,0.545741325,0.367073171,0.428187919,0.382475661,1
0.477508651,0.412865497,0.624605678,0.229268293,0.432214765,0.467315716,1
0.521337947,0.395321637,0.520504732,0.42195122,0.468456376,0.358831711,1
0.470588235,0.424561404,0.565720294,0.462195122,0.422818792,0.426981919,1
0.483275663,0.438596491,0.589905363,0.426829268,0.432214765,0.408901252,1
0.537485582,0.512280702,0.52681388,0.354878049,0.532885906,0.360222531,0
0.442906574,0.522807018,0.502628812,0.42195122,0.579865772,0.35605007,1
0.420991926,0.334502924,0.56466877,0.446341463,0.422818792,0.329624478,0
0.389850058,0.492397661,0.553101998,0.556097561,0.406711409,0.33240612,0
0.441753172,0.457309942,0.490010515,0.420731707,0.516778523,0.408901252,1
0.430219146,0.461988304,0.451104101,0.423170732,0.457718121,0.493741307,0
0.53171857,0.444444444,0.507886435,0.441463415,0.406711409,0.408901252,1
0.532871972,0.409356725,0.537329127,0.346341463,0.540939597,0.407510431,1
0.514417532,0.421052632,0.532071504,0.448780488,0.391946309,0.383866481,1
0.422145329,0.397660819,0.557308097,0.331707317,0.42147651,0.49930459,0
0.512110727,0.343859649,0.565720294,0.331707317,0.394630872,0.578581363,1
0.393310265,0.605847953,0.498422713,0.318292683,0.554362416,0.485396384,0
0.483275663,0.342690058,0.517350158,0.454878049,0.440268456,0.492350487,1
0.587081892,0.47251462,0.444794953,0.45,0.516778523,0.350486787,0
0.420991926,0.440935673,0.376445846,0.418292683,0.416107383,0.431154381,0
0.38177624,0.466666667,0.594111462,0.196341463,0.522147651,0.488178025,0
0.552479815,0.384795322,0.390115668,0.615853659,0.330201342,0.07232267,0
0.437139562,0.354385965,0.56466877,0.356097561,0.52885906,0.349095967,0
0.440599769,0.449122807,0.501577287,0.395121951,0.451006711,0.401947149,1
0.53633218,0.446783626,0.420609884,0.351219512,0.414765101,0.272600834,0
0.476355248,0.470175439,0.515247108,0.374390244,0.375838926,0.539638387,0
0.542099193,0.443274854,0.49106204,0.424390244,0.484563758,0.450625869,0
0.546712803,0.426900585,0.555205047,0.490243902,0.467114094,0.339360223,0
0.426758939,0.431578947,0.5446898,0.413414634,0.424161074,0.470097357,0
0.489042676,0.521637427,0.400630915,0.435365854,0.444295302,0.503477051,1
0.32295271,0.554385965,0.613038906,0.420731707,0.375838926,0.573018081,0
0.485582468,0.422222222,0.472134595,0.487804878,0.418791946,0.379694019,1
0.438292964,0.41871345,0.478443743,0.284146341,0.493959732,0.471488178,1
0.703575548,0.483040936,0.550998948,0.352439024,0.487248322,0.632823366,0
0.552479815,0.484210526,0.271293375,0.181707317,0.8,0.724617524,0
0.335640138,0.330994152,0.365930599,0.653658537,0.373154362,0.158553547,0
0.437139562,0.513450292,0.420609884,0.440243902,0.515436242,0.406119611,0
0.470588235,0.483040936,0.527865405,0.390243902,0.455033557,0.431154381,1
0.483275663,0.410526316,0.506834911,0.423170732,0.448322148,0.445062587,1
0.523644752,0.438596491,0.466876972,0.453658537,0.401342282,0.401947149,0
0.453287197,0.512280702,0.496319664,0.45,0.394630872,0.460361613,1
0.634371396,0.336842105,0.576235542,0.207317073,0.702013423,0.479833102,0
0.434832757,0.513450292,0.436382755,0.43902439,0.426845638,0.481223922,1
0.619377163,0.244444444,0.683491062,0.453658537,0.46442953,0.420027816,0
0.482122261,0.435087719,0.366982124,0.417073171,0.582550336,0.343532684,0
0.324106113,0.369590643,0.555205047,0.424390244,0.448322148,0.311543811,1
0.342560554,0.405847953,0.514195584,0.432926829,0.373154362,0.492350487,1
0.475201845,0.360233918,0.558359621,0.463414634,0.459060403,0.379694019,1
0.450980392,0.439766082,0.594111462,0.470731707,0.452348993,0.383866481,0
0.470588235,0.390643275,0.500525762,0.367073171,0.467114094,0.457579972,1
0.467128028,0.347368421,0.568874869,0.437804878,0.515436242,0.446453408,1
0.388696655,0.534502924,0.558359621,0.325609756,0.428187919,0.413073713,0
0.409457901,0.518128655,0.542586751,0.358536585,0.359731544,0.376912378,0
0.249134948,0.476023392,0.47318612,0.15,0.363758389,0.47705146,0
0.471741638,0.421052632,0.496319664,0.314634146,0.489932886,0.424200278,1
0.494809689,0.287719298,0.494216614,0.497560976,0.348993289,0.468706537,1
0.502883506,0.432748538,0.517350158,0.452439024,0.47114094,0.400556328,0
0.380622837,0.520467836,0.422712934,0.423170732,0.491275168,0.184979138,0
0.584775087,0.316959064,0.426919033,0.498780488,0.574496644,0.408901252,0
0.441753172,0.360233918,0.610935857,0.454878049,0.495302013,0.322670376,0
0.498269896,0.485380117,0.485804416,0.441463415,0.332885906,0.52294854,1
0.467128028,0.480701754,0.492113565,0.419512195,0.430872483,0.392211405,0
0.445213379,0.494736842,0.523659306,0.37804878,0.432214765,0.52433936,1
0.333333333,0.45380117,0.522607781,0.46097561,0.387919463,0.471488178,0
0.478662053,0.424561404,0.597266036,0.368292683,0.538255034,0.407510431,0
0.346020761,0.412865497,0.413249211,0.215853659,0.487248322,0.584144645,0
0.505190311,0.446783626,0.488958991,0.402439024,0.520805369,0.429763561,1
0.444059977,0.598830409,0.547844374,0.492682927,0.429530201,0.486787204,1
0.44982699,0.444444444,0.52681388,0.409756098,0.540939597,0.414464534,0
0.553633218,0.443274854,0.533123028,0.37804878,0.51409396,0.436717663,1
0.566320646,0.438596491,0.553101998,0.493902439,0.440268456,0.481223922,1
0.32295271,0.518128655,0.458464774,0.280487805,0.734228188,0.414464534,0
0.502883506,0.43625731,0.563617245,0.285365854,0.620134228,0.351877608,0
0.513264129,0.451461988,0.583596215,0.453658537,0.536912752,0.367176634,1
0.635524798,0.202339181,0.590956887,0.282926829,0.311409396,0.438108484,0
0.585928489,0.260818713,0.583596215,0.41097561,0.457718121,0.388038943,1
0.506343714,0.445614035,0.531019979,0.431707317,0.444295302,0.52294854,0
0.336793541,0.416374269,0.670872766,0.340243902,0.402684564,0.435326843,1
0.37254902,0.204678363,0.330178759,0.4,0.424161074,0.150208623,0
0.460207612,0.412865497,0.579390116,0.22195122,0.591946309,0.297635605,1
0.437139562,0.322807018,0.631966351,0.51097561,0.465771812,0.265646732,0
0.528258362,0.395321637,0.570977918,0.496341463,0.367785235,0.484005563,0
0.420991926,0.465497076,0.485804416,0.41097561,0.459060403,0.406119611,1
0.554786621,0.330994152,0.529968454,0.436585366,0.540939597,0.379694019,1
0.475201845,0.431578947,0.553101998,0.47195122,0.433557047,0.460361613,1
0.500576701,0.326315789,0.507886435,0.570731707,0.300671141,0.349095967,1
0.460207612,0.632748538,0.440588854,0.385365854,0.452348993,0.376912378,0
0.409457901,0.571929825,0.502628812,0.374390244,0.291275168,0.342141864,0
0.507497116,0.426900585,0.465825447,0.42804878,0.493959732,0.38108484,1
0.568627451,0.294736842,0.703470032,0.542682927,0.426845638,0.321279555,0
0.534025375,0.451461988,0.532071504,0.313414634,0.426845638,0.414464534,1
0.502883506,0.408187135,0.559411146,0.354878049,0.574496644,0.394993046,1
0.469434833,0.516959064,0.557308097,0.36097561,0.496644295,0.304589708,1
0.475201845,0.439766082,0.393270242,0.490243902,0.330201342,0.525730181,0
0.489042676,0.390643275,0.573080967,0.420731707,0.326174497,0.426981919,0
0.495963091,0.479532164,0.547844374,0.423170732,0.424161074,0.394993046,1
0.516724337,0.383625731,0.490010515,0.425609756,0.620134228,0.470097357,0
0.486735871,0.395321637,0.492113565,0.451219512,0.519463087,0.489568846,1
0.572087659,0.566081871,0.631966351,0.298780488,0.484563758,0.40472879,0
0.54094579,0.505263158,0.32807571,0.619512195,0.497986577,0.275382476,0
0.302191465,0.442105263,0.617245005,0.185365854,0.48590604,0.636995828,0
0.519031142,0.403508772,0.584647739,0.396341463,0.504697987,0.426981919,1
0.528258362,0.550877193,0.440588854,0.342682927,0.567785235,0.42837274,0
0.461361015,0.360233918,0.670872766,0.343902439,0.477852349,0.403337969,0
0.718569781,0.352046784,0.694006309,0.265853659,0.594630872,0.539638387,0
0.711649366,0.485380117,0.5446898,0.42195122,0.409395973,0.324061196,0
0.525951557,0.385964912,0.517350158,0.454878049,0.37852349,0.442280946,1
0.44982699,0.30877193,0.690851735,0.473170732,0.459060403,0.303198887,0
0.489042676,0.343859649,0.577287066,0.386585366,0.394630872,0.481223922,0
0.467128028,0.514619883,0.531019979,0.280487805,0.598657718,0.478442281,0
0.477508651,0.500584795,0.513144059,0.348780488,0.46442953,0.368567455,1
0.495963091,0.41754386,0.525762355,0.484146341,0.461744966,0.439499305,1
0.573241061,0.371929825,0.533123028,0.432926829,0.420134228,0.45340751,1
0.467128028,0.465497076,0.504731861,0.432926829,0.44295302,0.424200278,1
0.426758939,0.432748538,0.446898002,0.41097561,0.744966443,0.358831711,0
0.538638985,0.374269006,0.426919033,0.402439024,0.468456376,0.369958275,0
0.465974625,0.494736842,0.464773922,0.404878049,0.441610738,0.496522949,0
0.425605536,0.52748538,0.470031546,0.392682927,0.555704698,0.364394993,1
0.359861592,0.624561404,0.543638275,0.564634146,0.306040268,0.635605007,0
0.626297578,0.470175439,0.459516299,0.448780488,0.475167785,0.413073713,0
0.510957324,0.43625731,0.553101998,0.312195122,0.594630872,0.497913769,0
0.75893887,0.471345029,0.463722397,0.317073171,0.52885906,0.350486787,0
0.514417532,0.378947368,0.554153523,0.474390244,0.430872483,0.425591099,1
0.54094579,0.532163743,0.524710831,0.337804878,0.409395973,0.541029207,0
0.514417532,0.404678363,0.538380652,0.379268293,0.456375839,0.503477051,1
0.405997693,0.456140351,0.5446898,0.376829268,0.548993289,0.390820584,1
0.374855825,0.596491228,0.498422713,0.369512195,0.468456376,0.406119611,0
0.573241061,0.332163743,0.480546793,0.415853659,0.605369128,0.335187761,1
0.61822376,0.459649123,0.630914826,0.337804878,0.17852349,0.49930459,0
0.450980392,0.461988304,0.45320715,0.434146341,0.516778523,0.506258693,1
0.433679354,0.447953216,0.520504732,0.420731707,0.33557047,0.401947149,0
0.480968858,0.307602339,0.655099895,0.291463415,0.57852349,0.418636996,0
0.565167243,0.47251462,0.433228181,0.474390244,0.406711409,0.403337969,0
0.38638985,0.301754386,0.098843323,0.352439024,0.722147651,0.534075104,0
0.477508651,0.481871345,0.517350158,0.352439024,0.433557047,0.417246175,1
0.475201845,0.362573099,0.515247108,0.481707317,0.390604027,0.418636996,1
0.392156863,0.493567251,0.581493165,0.379268293,0.446979866,0.438108484,0
0.566320646,0.430409357,0.492113565,0.430487805,0.47114094,0.458970793,1
0.44982699,0.504093567,0.606729758,0.342682927,0.457718121,0.490959666,1
0.349480969,0.422222222,0.568874869,0.22195122,0.581208054,0.268428373,0
0.560553633,0.330994152,0.515247108,0.419512195,0.472483221,0.35605007,1
0.542099193,0.390643275,0.422712934,0.406097561,0.570469799,0.408901252,0
0.46828143,0.402339181,0.575184017,0.495121951,0.401342282,0.504867872,1
0.513264129,0.438596491,0.479495268,0.382926829,0.397315436,0.552155772,1
0.456747405,0.49005848,0.621451104,0.398780488,0.405369128,0.478442281,1
0.422145329,0.421052632,0.518401682,0.474390244,0.44295302,0.422809458,1
0.408304498,0.488888889,0.52891693,0.381707317,0.583892617,0.361613352,1
0.521337947,0.425730994,0.496319664,0.341463415,0.418791946,0.417246175,1
0.441753172,0.433918129,0.477392219,0.384146341,0.445637584,0.468706537,1
0.580161476,0.460818713,0.253417455,0.568292683,0.48590604,0.757997218,0
0.477508651,0.364912281,0.519453207,0.435365854,0.520805369,0.378303199,1
0.388696655,0.25497076,0.658254469,0.42804878,0.340939597,0.401947149,0
0.597462514,0.580116959,0.389064143,0.406097561,0.590604027,0.432545202,0
0.46366782,0.414035088,0.603575184,0.386585366,0.455033557,0.415855355,0
0.530565167,0.416374269,0.56466877,0.364634146,0.451006711,0.421418637,1
0.409457901,0.4,0.573080967,0.43902439,0.373154362,0.403337969,0
0.371395617,0.673684211,0.465825447,0.264634146,0.475167785,0.457579972,0
0.446366782,0.430409357,0.542586751,0.362195122,0.523489933,0.390820584,1
0.355247982,0.429239766,0.445846477,0.417073171,0.573154362,0.364394993,0
0.476355248,0.391812865,0.348054679,0.392682927,0.408053691,0.45340751,0
0.469434833,0.439766082,0.610935857,0.330487805,0.50738255,0.458970793,1
0.537485582,0.419883041,0.569926393,0.425609756,0.430872483,0.484005563,1
0.47289504,0.535672515,0.432176656,0.37804878,0.519463087,0.529902643,0
0.833910035,0.463157895,0.391167192,0.419512195,0.524832215,0.317107093,0
0.32295271,0.470175439,0.732912723,0.375609756,0.574496644,0.417246175,0
0.439446367,0.443274854,0.52681388,0.404878049,0.526174497,0.354659249,1
0.525951557,0.513450292,0.559411146,0.403658537,0.519463087,0.433936022,1
0.403690888,0.424561404,0.568874869,0.37195122,0.479194631,0.394993046,1
0.44982699,0.573099415,0.5446898,0.363414634,0.441610738,0.506258693,1
0.162629758,0.426900585,0.593059937,0.207317073,0.582550336,0.157162726,0
0.528258362,0.394152047,0.581493165,0.41097561,0.463087248,0.417246175,1
0.502883506,0.461988304,0.488958991,0.401219512,0.518120805,0.393602225,1
0.407151096,0.498245614,0.505783386,0.373170732,0.44966443,0.485396384,1
0.432525952,0.426900585,0.545741325,0.325609756,0.555704698,0.399165508,1
0.363321799,0.425730994,0.505783386,0.42804878,0.50738255,0.450625869,1
0.499423299,0.485380117,0.488958991,0.396341463,0.467114094,0.439499305,0
0.47289504,0.391812865,0.501577287,0.364634146,0.451006711,0.382475661,1
0.495963091,0.494736842,0.450052576,0.424390244,0.558389262,0.413073713,1
0.53633218,0.335672515,0.538380652,0.393902439,0.393288591,0.517385257,0
0.588235294,0.463157895,0.515247108,0.47195122,0.479194631,0.422809458,1
0.432525952,0.476023392,0.52891693,0.31097561,0.420134228,0.442280946,1
0.509803922,0.412865497,0.486855941,0.525609756,0.418791946,0.432545202,1
0.564013841,0.464327485,0.509989485,0.348780488,0.379865772,0.425591099,0
0.450980392,0.488888889,0.49106204,0.374390244,0.496644295,0.424200278,0
0.575547866,0.394152047,0.52891693,0.432926829,0.367785235,0.351877608,0
0.560553633,0.329824561,0.517350158,0.443902439,0.634899329,0.269819193,1
0.560553633,0.380116959,0.505783386,0.432926829,0.512751678,0.383866481,1
0.422145329,0.619883041,0.560462671,0.46097561,0.463087248,0.470097357,0
0.507497116,0.38245614,0.593059937,0.496341463,0.408053691,0.489568846,0
0.532871972,0.429239766,0.416403785,0.507317073,0.481879195,0.371349096,0
0.382929642,0.580116959,0.540483701,0.345121951,0.508724832,0.422809458,0
0.475201845,0.494736842,0.552050473,0.374390244,0.697986577,0.336578581,1
0.60899654,0.315789474,0.534174553,0.392682927,0.46442953,0.340751043,1
0.509803922,0.350877193,0.566771819,0.495121951,0.369127517,0.394993046,1
0.581314879,0.470175439,0.593059937,0.386585366,0.28590604,0.652294854,0
0.385236448,0.276023392,0.331230284,0.382926829,0.369127517,0.343532684,0
0.505190311,0.432748538,0.522607781,0.395121951,0.55033557,0.346314325,1
0.486735871,0.388304094,0.523659306,0.384146341,0.444295302,0.503477051,1
0.450980392,0.492397661,0.590956887,0.363414634,0.583892617,0.371349096,1
0.46366782,0.32748538,0.570977918,0.370731707,0.390604027,0.648122392,0
0.314878893,0.665497076,0.52891693,0.32804878,0.204026846,0.723226704,0
0.560553633,0.229239766,0.514195584,0.437804878,0.684563758,0.210013908,1
0.426758939,0.36374269,0.684542587,0.398780488,0.511409396,0.45340751,0
0.519031142,0.43625731,0.523659306,0.403658537,0.493959732,0.407510431,1
0.476355248,0.41871345,0.512092534,0.413414634,0.551677852,0.354659249,0
0.474048443,0.471345029,0.565720294,0.417073171,0.389261745,0.388038943,0
0.394463668,0.387134503,0.452155626,0.55,0.426845638,0.463143255,0
0.445213379,0.421052632,0.614090431,0.37195122,0.401342282,0.436717663,1
0.457900807,0.352046784,0.449001052,0.448780488,0.489932886,0.482614743,0
0.470588235,0.394152047,0.447949527,0.718292683,0.318120805,0.450625869,0
0.432525952,0.433918129,0.5446898,0.286585366,0.382550336,0.40472879,0
0.45905421,0.464327485,0.537329127,0.320731707,0.587919463,0.393602225,0
0.585928489,0.387134503,0.479495268,0.345121951,0.452348993,0.447844228,0
0.426758939,0.437426901,0.524710831,0.390243902,0.55033557,0.456189152,1
0.61361015,0.505263158,0.451104101,0.519512195,0.543624161,0.329624478,0
0.397923875,0.449122807,0.533123028,0.556097561,0.416107383,0.479833102,1
0.46366782,0.390643275,0.599369085,0.420731707,0.404026846,0.367176634,0
0.708189158,0.305263158,0.604626709,0.346341463,0.409395973,0.739916551,0
0.594002307,0.370760234,0.583596215,0.458536585,0.484563758,0.414464534,1
0.387543253,0.396491228,0.641430074,0.473170732,0.361073826,0.442280946,0
0.419838524,0.329824561,0.659305994,0.432926829,0.422818792,0.424200278,1
0.440599769,0.256140351,0.644584648,0.153658537,0.359731544,0.390820584,0
0.491349481,0.271345029,0.556256572,0.487804878,0.44295302,0.442280946,1
0.494809689,0.464327485,0.434279706,0.37804878,0.522147651,0.486787204,0
0.350634371,0.463157895,0.501577287,0.408536585,0.430872483,0.418636996,1
0.507497116,0.440935673,0.497371188,0.343902439,0.422818792,0.401947149,1
0.480968858,0.369590643,0.500525762,0.514634146,0.295302013,0.399165508,1
0.539792388,0.270175439,0.810725552,0.390243902,0.299328859,0.365785814,0
