motion_1,motion_2,motion_3,motion_4,motion_5,motion_6,pose
0.444059977,0.221052632,0.779179811,0.585365854,0.284563758,0.40472879,0
0.477508651,0.505263158,0.569926393,0.456097561,0.493959732,0.346314325,1
0.453287197,0.485380117,0.563617245,0.323170732,0.511409396,0.449235049,1
0.497116494,0.395321637,0.54679285,0.440243902,0.389261745,0.450625869,0
0.396770473,0.419883041,0.563617245,0.331707317,0.502013423,0.439499305,1
0.432525952,0.50877193,0.619348055,0.347560976,0.617449664,0.458970793,0
0.524798155,0.378947368,0.531019979,0.502439024,0.397315436,0.492350487,1
0.530565167,0.371929825,0.517350158,0.370731707,0.543624161,0.392211405,1
0.558246828,0.396491228,0.389064143,0.384146341,0.456375839,0.331015299,0
0.500576701,0.423391813,0.515247108,0.441463415,0.50738255,0.382475661,1
0.61822376,0.392982456,0.7276551,0.715853659,0.342281879,0.269819193,0
0.564013841,0.412865497,0.483701367,0.512195122,0.610738255,0.339360223,1
0.546712803,0.438596491,0.568874869,0.429268293,0.434899329,0.417246175,0
0.2272203,0.374269006,0.630914826,0.207317073,0.591946309,0.248956885,0
0.477508651,0.421052632,0.43743428,0.330487805,0.55033557,0.319888734,0
0.45905421,0.460818713,0.462670873,0.514634146,0.414765101,0.42837274,0
0.478662053,0.552046784,0.504731861,0.459756098,0.457718121,0.543810848,1
0.448673587,0.451461988,0.539432177,0.679268293,0.420134228,0.407510431,0
0.478662053,0.352046784,0.589905363,0.429268293,0.460402685,0.425591099,1
0.484429066,0.458479532,0.549947424,0.348780488,0.488590604,0.429763561,1
0.471741638,0.380116959,0.626708728,0.398780488,0.444295302,0.442280946,1
0.478662053,0.465497076,0.468980021,0.287804878,0.591946309,0.539638387,1
0.553633218,0.297076023,0.500525762,0.476829268,0.518120805,0.378303199,1
0.524798155,0.54619883,0.496319664,0.347560976,0.377181208,0.439499305,1
0.510957324,0.354385965,0.558359621,0.512195122,0.497986577,0.42837274,1
0.355247982,0.471345029,0.518401682,0.35,0.522147651,0.446453408,0
0.509803922,0.422222222,0.339642482,0.482926829,0.2,0.542420028,0
0.442906574,0.439766082,0.516298633,0.42195122,0.542281879,0.397774687,1
0.537485582,0.473684211,0.531019979,0.46097561,0.57852349,0.403337969,0
0.420991926,0.458479532,0.522607781,0.304878049,0.484563758,0.631432545,0
0.447520185,0.352046784,0.56466877,0.413414634,0.553020134,0.369958275,1
0.498269896,0.528654971,0.554153523,0.391463415,0.497986577,0.435326843,1
0.494809689,0.432748538,0.507886435,0.407317073,0.495302013,0.442280946,1
0.561707036,0.507602339,0.464773922,0.334146341,0.489932886,0.187760779,0
0.347174164,0.592982456,0.687697161,0.336585366,0.459060403,0.446453408,0
0.504036909,0.429239766,0.484752892,0.53902439,0.437583893,0.401947149,1
0.522491349,0.419883041,0.468980021,0.452439024,0.546308725,0.390820584,1
0.762399077,0.397660819,0.640378549,0.426829268,0.320805369,0.420027816,0
0.446366782,0.375438596,0.577287066,0.351219512,0.390604027,0.478442281,1
0.538638985,0.431578947,0.495268139,0.437804878,0.538255034,0.383866481,1
0.539792388,0.373099415,0.552050473,0.336585366,0.504697987,0.418636996,1
0.638985006,0.278362573,0.497371188,0.493902439,0.539597315,0.246175243,1
0.409457901,0.457309942,0.527865405,0.446341463,0.445637584,0.479833102,0
0.524798155,0.451461988,0.509989485,0.415853659,0.476510067,0.47705146,0
0.409457901,0.442105263,0.566771819,0.404878049,0.480536913,0.432545202,1
0.399077278,0.481871345,0.511041009,0.241463415,0.852348993,0.531293463,0
0.448673587,0.397660819,0.539432177,0.443902439,0.430872483,0.411682893,0
0.271049596,0.526315789,0.672975815,0.552439024,0.436241611,0.532684284,0
0.350634371,0.443274854,0.728706625,0.456097561,0.374496644,0.324061196,0
0.4544406,0.421052632,0.533123028,0.408536585,0.516778523,0.40472879,1
0.52710496,0.313450292,0.487907466,0.148780488,0.723489933,0.649513213,0
0.388696655,0.403508772,0.572029443,0.484146341,0.344966443,0.585535466,1
0.462514418,0.498245614,0.497371188,0.435365854,0.416107383,0.490959666,1
0.538638985,0.470175439,0.442691903,0.417073171,0.436241611,0.410292072,0
0.432525952,0.557894737,0.557308097,0.590243902,0.469798658,0.436717663,0
0.515570934,0.516959064,0.677181914,0.57804878,0.46442953,0.564673157,0
0.464821223,0.502923977,0.519453207,0.397560976,0.440268456,0.482614743,0
0.184544406,0.583625731,0.635120925,0.567073171,0.542281879,0.397774687,0
0.471741638,0.447953216,0.512092534,0.275609756,0.452348993,0.394993046,1
0.359861592,0.635087719,0.60042061,0.509756098,0.460402685,0.45201669,0
0.489042676,0.398830409,0.503680336,0.47804878,0.339597315,0.429763561,1
0.462514418,0.274853801,0.366982124,0.373170732,0.371812081,0.069541029,0
0.471741638,0.38128655,0.610935857,0.474390244,0.371812081,0.478442281,0
0.567474048,0.401169591,0.447949527,0.219512195,0.734228188,0.456189152,0
0.382929642,0.487719298,0.552050473,0.440243902,0.448322148,0.420027816,1
0.431372549,0.478362573,0.523659306,0.353658537,0.44295302,0.454798331,1
0.506343714,0.438596491,0.547844374,0.42195122,0.476510067,0.376912378,1
0.497116494,0.459649123,0.548895899,0.546341463,0.390604027,0.422809458,1
0.457900807,0.354385965,0.578338591,0.495121951,0.394630872,0.424200278,1
0.585928489,0.299415205,0.497371188,0.464634146,0.455033557,0.392211405,1
0.492502884,0.477192982,0.395373291,0.426829268,0.502013423,0.467315716,1
0.447520185,0.539181287,0.47108307,0.342682927,0.558389262,0.47566064,1
0.520184544,0.391812865,0.50893796,0.465853659,0.488590604,0.481223922,1
0.632064591,0.498245614,0.40168244,0.592682927,0.495302013,0.328233658,0
0.592848904,0.623391813,0.376445846,0.424390244,0.497986577,0.502086231,1
0.480968858,0.403508772,0.550998948,0.448780488,0.456375839,0.382475661,1
0.493656286,0.438596491,0.502628812,0.335365854,0.50738255,0.445062587,0
0.500576701,0.332163743,0.659305994,0.47804878,0.417449664,0.392211405,0
0.582468281,0.480701754,0.513144059,0.331707317,0.536912752,0.605006954,0
0.52710496,0.477192982,0.490010515,0.393902439,0.409395973,0.450625869,1
0.450980392,0.505263158,0.505783386,0.404878049,0.502013423,0.574408901,1
0.431372549,0.511111111,0.523659306,0.493902439,0.287248322,0.394993046,0
0.358708189,0.507602339,0.638275499,0.487804878,0.362416107,0.536856745,0
0.457900807,0.512280702,0.541535226,0.385365854,0.472483221,0.415855355,1
0.414071511,0.50994152,0.555205047,0.323170732,0.565100671,0.470097357,0
0.495963091,0.421052632,0.493165089,0.463414634,0.460402685,0.397774687,1
0.4544406,0.469005848,0.556256572,0.364634146,0.487248322,0.503477051,1
0.419838524,0.484210526,0.576235542,0.417073171,0.47114094,0.374130737,0
0.396770473,0.477192982,0.587802313,0.381707317,0.489932886,0.486787204,0
0.532871972,0.371929825,0.609884332,0.32195122,0.530201342,0.460361613,0
0.475201845,0.466666667,0.433228181,0.382926829,0.475167785,0.435326843,1
0.584775087,0.380116959,0.466876972,0.463414634,0.497986577,0.396383866,1
0.644752018,0.438596491,0.446898002,0.406097561,0.495302013,0.361613352,0
0.509803922,0.451461988,0.518401682,0.401219512,0.500671141,0.50069541,1
0.519031142,0.409356725,0.609884332,0.440243902,0.461744966,0.489568846,0
0.489042676,0.326315789,0.652996845,0.31097561,0.322147651,0.528511822,0
0.502883506,0.474853801,0.486855941,0.464634146,0.503355705,0.433936022,1
0.424452134,0.474853801,0.444794953,0.318292683,0.651006711,0.54659249,0
0.514417532,0.402339181,0.362776025,0.506097561,0.500671141,0.326842837,0
0.469434833,0.380116959,0.521556257,0.437804878,0.503355705,0.438108484,1
0.486735871,0.538011696,0.553101998,0.351219512,0.468456376,0.40472879,1
0.474048443,0.251461988,0.50893796,0.241463415,0.622818792,0.514603616,0
0.305651672,0.306432749,0.536277603,0.4,0.888590604,0.347705146,0
0.539792388,0.497076023,0.561514196,0.309756098,0.630872483,0.64255911,0
0.453287197,0.423391813,0.523659306,0.395121951,0.440268456,0.383866481,0
0.455594002,0.459649123,0.611987382,0.448780488,0.414765101,0.564673157,1
0.486735871,0.45497076,0.559411146,0.373170732,0.438926174,0.415855355,0
0.502883506,0.474853801,0.327024185,0.574390244,0.332885906,0.314325452,0
0.656286044,0.465497076,0.416403785,0.306097561,0.540939597,0.542420028,0
0.415224913,0.465497076,0.509989485,0.425609756,0.404026846,0.439499305,1
0.539792388,0.440935673,0.522607781,0.51097561,0.481879195,0.401947149,1
0.524798155,0.497076023,0.490010515,0.375609756,0.496644295,0.440890125,0
0.567474048,0.469005848,0.602523659,0.196341463,0.727516779,0.449235049,0
0.494809689,0.492397661,0.548895899,0.393902439,0.484563758,0.496522949,0
0.517877739,0.349707602,0.611987382,0.376829268,0.367785235,0.429763561,0
0.513264129,0.493567251,0.467928496,0.36097561,0.489932886,0.596662031,1
